name,bref_id,nicknames,nickname1,nickname2,nickname3,nickname4,nickname5,nickname6
Ross Grimsley,grimsro02,"['Scuz', 'Crazy Eyes']",Scuz,Crazy Eyes,,,,
Dan Griner,grineda01,['Rusty'],Rusty,,,,,
Trent Grisham,grishtr01,['Grish'],Grish,,,,,
Johnny Grodzicki,grodzjo01,['Grod'],Grod,,,,,
Lew Groh,grohle01,['Silver'],Silver,,,,,
Bob Groom,groombo01,['The Toothpick Twirler'],The Toothpick Twirler,,,,,
Howard Groskloss,groskho01,['Howdy'],Howdy,,,,,
Ewell Gross,grosstu01,['Turkey'],Turkey,,,,,
Robbie Grossman,grossro01,['RG'],RG,,,,,
Ernie Groth,grother01,['Dango'],Dango,,,,,
Charlie Grover,grovech01,['Bugs'],Bugs,,,,,
Tom Grubbs,grubbto01,['Judge'],Judge,,,,,
Frank Grube,grubefr01,['Hans'],Hans,,,,,
Al Grunwald,grunwal01,['Stretch'],Stretch,,,,,
Robert Gsellman,gsellro01,"['G-Man', 'G']",G-Man,G,,,,
Eddie Guardado,guarded01,['Everyday Eddie'],Everyday Eddie,,,,,
Deolis Guerra,guerrde01,['Largo'],Largo,,,,,
Junior Guerra,guerrju02,['Cabezon'],Cabezon,,,,,
Tayron Guerrero,guerrta01,['El De Bocachica'],El De Bocachica,,,,,
Vladimir Guerrero,guerrvl01,"['Vladdy', 'Vlad the Impaler']",Vladdy,Vlad the Impaler,,,,
Vladimir Guerrero Jr.,guerrvl02,['El K'],El K,,,,,
Taylor Guerrieri,guerrta02,['Tee-Gee'],Tee-Gee,,,,,
Ron Guidry,guidrro01,"['Louisiana Lightning', 'Gator']",Louisiana Lightning,Gator,,,,
Luis Guillorme,guilllu01,['Luismi'],Luismi,,,,,
Bill Gullickson,gullibi01,['Sugar'],Sugar,,,,,
Harry Gumbert,gumbeha01,['Gunboat'],Gunboat,,,,,
Lourdes Gurriel Jr.,gurrilo01,"['Yunito', 'Pinapower Jr.']",Yunito,Pinapower Jr.,,,,
Yuli Gurriel,gourryu01,"['La Pina', 'El Yuli']",La Pina,El Yuli,,,,
Ernie Gust,guster01,['Red'],Red,,,,,
Jandel Gustave,gustaja01,['Gus'],Gus,,,,,
Cesar Gutierrez,gutiece01,['Cocoa'],Cocoa,,,,,
Franklin Gutierrez,gutiefr01,"['Death to Flying Things', 'El Guti']",Death to Flying Things,El Guti,,,,
J.C. Gutierrez,gutieju01,['J C'],J C,,,,,
Brandon Guyer,guyerbr01,"['BG', 'La Pinata']",BG,La Pinata,,,,
Ronald Guzman,guzmaro01,"['Condor', 'Cepeda']",Condor,Cepeda,,,,
Doug Gwosdz,gwosddo01,['Eyechart'],Eyechart,,,,,
Marcus Gwyn,gwynma01,['Marc'],Marc,,,,,
Tony Gwynn,gwynnto01,"['Mr. Padre', 'Captain Video']",Mr. Padre,Captain Video,,,,
Jedd Gyorko,gyorkje01,"['Jerk-Oh', 'Jerk-Store']",Jerk-Oh,Jerk-Store,,,,
Bruno Haas,haasbr01,['Boon'],Boon,,,,,
Bob Habenicht,habenbo01,['Hobby'],Hobby,,,,,
Irv Hach,hachir01,['Major'],Major,,,,,
Stan Hack,hackst01,['Smiling Stan'],Smiling Stan,,,,,
Jim Hackett,hackeji01,['Sunny Jim'],Sunny Jim,,,,,
Harvey Haddix,haddiha01,['Kitten'],Kitten,,,,,
George Haddock,haddoge01,['Gentleman George'],Gentleman George,,,,,
Josh Hader,haderjo01,"['Haderade', 'Stricken']",Haderade,Stricken,,,,
Tom Hafey,hafeyto01,"['Heave-O', 'The Arm']",Heave-O,The Arm,,,,
Travis Hafner,hafnetr01,"['The Project', 'Donkey', 'Pronk']",The Project,Donkey,Pronk,,,
Sam Haggerty,haggesa01,['Swaggerty'],Swaggerty,,,,,
Jesse Hahn,hahnje01,['J Hood'],J Hood,,,,,
Jesse Haines,haineje01,['Pop'],Pop,,,,,
Scott Hairston,hairssc01,"['Scottie', 'Hairy']",Scottie,Hairy,,,,
Jim Haislip,haislji01,['Slim'],Slim,,,,,
Chip Hale,halech01,['Chipper'],Chipper,,,,,
George Hale,halege01,['Ducky'],Ducky,,,,,
Odell Hale,haleod01,['Bad News'],Bad News,,,,,
Ray Hale,haleda01,['Dad'],Dad,,,,,
Raymond Haley,haleyra01,['Pat'],Pat,,,,,
Bill Hall,hallbi01,['Beanie'],Beanie,,,,,
Charley Hall,hallch02,['Sea Lion'],Sea Lion,,,,,
Charlie Hall,hallch01,['Doc'],Doc,,,,,
Dick Hall,halldi01,['Turkey'],Turkey,,,,,
Herb Hall,hallhe01,['Iron Duke'],Iron Duke,,,,,
Tom Hall,hallto01,['The Blade'],The Blade,,,,,
Roy Halladay,hallaro01,['Doc'],Doc,,,,,
Bill Hallahan,hallabi01,['Wild Bill'],Wild Bill,,,,,
Charlie Hallstrom,hallsch01,['Swedish Wonder'],Swedish Wonder,,,,,
Jim Hamby,hambyji01,['Cracker'],Cracker,,,,,
Cole Hamels,hamelco01,['Hollywood'],Hollywood,,,,,
Billy Hamilton,hamilbi01,['Sliding Billy'],Sliding Billy,,,,,
Billy Hamilton,hamilbi02,"['B-Ham', 'Bone']",B-Ham,Bone,,,,
Josh Hamilton,hamiljo03,['The Great Hambino'],The Great Hambino,,,,,
Steve Hamilton,hamilst01,['Gomer'],Gomer,,,,,
Tom Hamilton,hamilto01,['Ham'],Ham,,,,,
Luke Hamlin,hamlilu01,['Hot Potato'],Hot Potato,,,,,
Jason Hammel,hammeja01,['Hammer'],Hammer,,,,,
Robby Hammock,hammoro01,['Hammer'],Hammer,,,,,
Jack Hammond,hammoja01,['Wobby'],Wobby,,,,,
Ralph Hamner,hamnera01,['Bruz'],Bruz,,,,,
Garrett Hampson,hampsga01,['G Hamp'],G Hamp,,,,,
Justin Hancock,hancoju01,['Herbie'],Herbie,,,,,
Brad Hand,handbr01,"['Brotato', 'Brotein Shake']",Brotato,Brotein Shake,,,,
Jim Handiboe,handiji01,['Nick'],Nick,,,,,
Mike Handiboe,handimi01,['Coalyard Mike'],Coalyard Mike,,,,,
Lee Handley,handlle01,['Jeep'],Jeep,,,,,
Bill Hands,handsbi01,['Froggy'],Froggy,,,,,
Fred Haney,haneyfr01,['Pudge'],Pudge,,,,,
Ryan Hanigan,hanigry01,['Hanny'],Hanny,,,,,
Mitch Haniger,hanigmi01,"['Meetch', 'Hammer']",Meetch,Hammer,,,,
Bill Hanlon,hanlobi01,['Big Bill'],Big Bill,,,,,
Jack Hannahan,hannaja01,['Supermanahan'],Supermanahan,,,,,
Andy Hansen,hansean01,['Swede'],Swede,,,,,
Dave Hansen,hanseda01,['Hanny'],Hanny,,,,,
Roy Hansen,hansero01,['Ing'],Ing,,,,,
Alen Hanson,hansoal01,['El Chamaquito'],El Chamaquito,,,,,
Ian Happ,happia01,['Happer'],Happer,,,,,
J.A. Happ,happja01,"['Happer', 'JDot ADot']",Happer,JDot ADot,,,,
John Happenny,happejo01,['Cliff'],Cliff,,,,,
Bill Harbridge,harbibi01,['Yaller Bill'],Yaller Bill,,,,,
Mel Harder,hardeme01,['Chief'],Chief,,,,,
Charlie Harding,hardich01,['Slim'],Slim,,,,,
Alex Hardy,hardyal01,['Dooney'],Dooney,,,,,
Blaine Hardy,hardybl01,['Hardyboy'],Hardyboy,,,,,
Mike Hargrove,hargrmi01,['The Human Rain Delay'],The Human Rain Delay,,,,,
John Harkins,harkijo01,['Pa'],Pa,,,,,
Larry Harlow,harlola01,['Hawk'],Hawk,,,,,
Bob Harmon,harmobo01,['Hickory Bob'],Hickory Bob,,,,,
Bill Harper,harpebi01,['Blue Sleeve'],Blue Sleeve,,,,,
Bryce Harper,harpebr03,"['Bam-Bam', 'Mondo', 'Harp', 'Big Kid', 'The Showman']",Bam-Bam,Mondo,Harp,Big Kid,The Showman,
Ryne Harper,harpery01,['Harp'],Harp,,,,,
Ray Harrell,harrera01,['Cowboy'],Cowboy,,,,,
Ken Harrelson,harreke01,['Hawk'],Hawk,,,,,
Alonzo Harris,harrica01,['Candy'],Candy,,,,,
Dave Harris,harrida01,['Sheriff'],Sheriff,,,,,
Herb Harris,harrihe01,"['Hub', 'Lefty']",Hub,Lefty,,,,
Joe Harris,harrijo03,['Moon'],Moon,,,,,
Michael Harris II,harrimi04,['Money Mike'],Money Mike,,,,,
Will Harris,harriwi10,"['Bill', 'Clutch Cam']",Bill,Clutch Cam,,,,
Josh Harrison,harrijo05,['J Hay'],J Hay,,,,,
Earl Harrist,harriea01,['Irish'],Irish,,,,,
Tom Hart,hartto01,['Bushy'],Bushy,,,,,
Chuck Hartenstein,hartech01,['Twiggy'],Twiggy,,,,,
Frank Harter,hartefr01,['Chief'],Chief,,,,,
Jumbo Harting,hardilo02,['Jumbo'],Jumbo,,,,,
Grover Hartley,hartlgr01,['Slick'],Slick,,,,,
Geoff Hartlieb,hartlge01,['Hart'],Hart,,,,,
Fred Hartman,hartmfr01,['Dutch'],Dutch,,,,,
J C Hartman,hartmj_01,['Cool'],Cool,,,,,
Gabby Hartnett,hartnga01,['Old Tomato Face'],Old Tomato Face,,,,,
Pat Hartnett,hartnpa01,['Happy'],Happy,,,,,
Roy Hartsfield,hartsro01,['Spec'],Spec,,,,,
Clint Hartung,hartucl01,"['Floppy', 'The Hondo Hurricane']",Floppy,The Hondo Hurricane,,,,
Luther Harvel,harvelu01,['Red'],Red,,,,,
Doug Harvey,harvedo99,['God'],God,,,,,
Matt Harvey,harvema01,"['Real Deal', 'Dark Knight of Gotham', 'Harv']",Real Deal,Dark Knight of Gotham,Harv,,,
Ziggy Hasbrook,hasbrzi01,['Ziggy'],Ziggy,,,,,
Shigetoshi Hasegawa,hasegsh01,['Shiggy'],Shiggy,,,,,
Adam Haseley,haselad01,['Rev'],Rev,,,,,
Bill Hassamaer,hassabi01,['Roaring Bill'],Roaring Bill,,,,,
Billy Hatcher,hatchbi01,['El Hatcho'],El Hatcho,,,,,
Chris Hatcher,hatchch02,['Hatch'],Hatch,,,,,
Gil Hatfield,hatfigi01,['Colonel'],Colonel,,,,,
Chris Haughey,haughch01,['Bud'],Bud,,,,,
Arnold Hauser,hausear01,"['Peewee', 'Stub']",Peewee,Stub,,,,
Joe Hauser,hausejo01,['Unser Choe'],Unser Choe,,,,,
Bill Hawke,hawkebi01,['Dick'],Dick,,,,,
Andy Hawkins,hawkian01,['Hawk'],Hawk,,,,,
Wynn Hawkins,hawkiwy01,['Hawk'],Hawk,,,,,
Howie Haworth,haworho01,['Cully'],Cully,,,,,
Gene Hayden,haydele01,['Lefty'],Lefty,,,,,
Bill Hayes,hayesbi01,['Gabby'],Gabby,,,,,
Frankie Hayes,hayesfr01,['Blimp'],Blimp,,,,,
Jim Hayes,hayesji01,['Whitey'],Whitey,,,,,
Ke'Bryan Hayes,hayeske01,['Key'],Key,,,,,
Von Hayes,hayesvo01,['Five-for-one'],Five-for-one,,,,,
Jeremy Hazelbaker,hazelje01,['Raker'],Raker,,,,,
Bob Hazle,hazlebo01,['Hurricane'],Hurricane,,,,,
Chase Headley,headlch01,['Head'],Head,,,,,
Egyptian Healy,healyjo01,"['Egyptian', 'Long John']",Egyptian,Long John,,,,
Ryon Healy,healyry01,"['Heals', 'Bubba']",Heals,Bubba,,,,
Andrew Heaney,heanean01,['Heandog'],Heandog,,,,,
Jim Hearn,hearnji01,['Jumbo Jim'],Jumbo Jim,,,,,
Dave Heaverlo,heaveda01,['Kojak'],Kojak,,,,,
Wally Hebert,heberwa01,['Preacher'],Preacher,,,,,
Richie Hebner,hebneri01,['The Gravedigger'],The Gravedigger,,,,,
Adeiny Hechavarria,hechaad01,"['La Pantera', 'La Pantera Uuff']",La Pantera,La Pantera Uuff,,,,
Austin Hedges,hedgeau01,['Hedgey'],Hedgey,,,,,
Mike Hedlund,hedlumi01,['Red'],Red,,,,,
Don Heffner,heffndo01,"['Jeep', 'Yankee']",Jeep,Yankee,,,,
Jim Hegan,heganji01,['Shanty'],Shanty,,,,,
Emmet Heidrick,heidrem01,['Snags'],Snags,,,,,
Frank Heifer,heifefr01,['Heck'],Heck,,,,,
Harry Heilmann,heilmha01,['Slug'],Slug,,,,,
Fred Heimach,heimafr01,['Lefty'],Lefty,,,,,
Clarence Heise,heisecl01,['Lefty'],Lefty,,,,,
Mel Held,heldme01,['Country'],Country,,,,,
Jeremy Hellickson,hellije01,"['Hellboy', 'Helly']",Hellboy,Helly,,,,
Ryan Helsley,helslry01,['Hellz Bellz'],Hellz Bellz,,,,,
Todd Helton,heltoto01,['The Toddfather'],The Toddfather,,,,,
Heath Hembree,hembrhe01,"['Heater', 'Heater Here']",Heater,Heater Here,,,,
George Hemming,hemmige01,['Old Wax Figger'],Old Wax Figger,,,,,
Charlie Hemphill,hemphch01,['Eagle Eye'],Eagle Eye,,,,,
Bernie Henderson,hendebe01,['Barnyard'],Barnyard,,,,,
Dave Henderson,hendeda01,['Hendu'],Hendu,,,,,
Rickey Henderson,henderi01,['Man of Steal'],Man of Steal,,,,,
Steve Henderson,hendest01,['Stevie Wonder'],Stevie Wonder,,,,,
George Hendrick,hendrge01,['Silent George'],Silent George,,,,,
Harvey Hendrick,hendrha01,['Gink'],Gink,,,,,
Ed Hendricks,hendred01,['Big Ed'],Big Ed,,,,,
Kyle Hendricks,hendrky01,"['The Professor', 'Hendo']",The Professor,Hendo,,,,
Liam Hendriks,hendrli01,['Slydah'],Slydah,,,,,
Tom Henke,henketo01,['The Terminator'],The Terminator,,,,,
Bob Henley,henlebo01,['Ole Hen'],Ole Hen,,,,,
George Hennessey,hennege01,['Three Star'],Three Star,,,,,
Tommy Henrich,henrito01,"['The Clutch', 'Old Reliable']",The Clutch,Old Reliable,,,,
Olaf Henriksen,henriol01,['Swede'],Swede,,,,,
Earl Henry,henryea01,['Hook'],Hook,,,,,
John Henry,henryjo02,['Bull'],Bull,,,,,
Phil Hensiek,hensiph01,['Sid'],Sid,,,,,
Ernie Herbert,herbeer01,['Tex'],Tex,,,,,
Guillermo Heredia,heredgu01,['El Conde'],El Conde,,,,,
Adrian Hernandez,hernaad01,['El Duquecito'],El Duquecito,,,,,
Ariel Hernandez,hernaar01,['El Fai'],El Fai,,,,,
Cesar Hernandez,hernace02,['Cesita'],Cesita,,,,,
David Hernandez,hernada01,['D Hern'],D Hern,,,,,
Elieser Hernandez,hernael01,['Lilo'],Lilo,,,,,
Enrique Hernandez,hernaen02,['Kike'],Kike,,,,,
Felix Hernandez,hernafe02,['King Felix'],King Felix,,,,,
Gorkys Hernandez,hernago01,['Cazador'],Cazador,,,,,
Keith Hernandez,hernake01,['Mex'],Mex,,,,,
Marco Hernandez,hernama02,['Markito'],Markito,,,,,
Orlando Hernandez,hernaor01,['El Duque'],El Duque,,,,,
Teoscar Hernandez,hernate01,"['Oca', 'Mr. Seeds']",Oca,Mr. Seeds,,,,
Xavier Hernandez,hernaxa01,['X-Man'],X-Man,,,,,
Yonny Hernandez,hernayo02,['Mosquito'],Mosquito,,,,,
Walt Herrell,herrewa01,['Reds'],Reds,,,,,
Bobby Herrera,herrebo01,['Tito'],Tito,,,,,
Dilson Herrera,herredi01,['Dilly'],Dilly,,,,,
Jose Herrera,herrejo01,['Loco'],Loco,,,,,
Kelvin Herrera,herreke01,"['H', 'K 40']",H,K 40,,,,
Odubel Herrera,herreod01,['El Torito'],El Torito,,,,,
Rosell Herrera,herrero02,['Varon'],Varon,,,,,
Troy Herriage,herritr01,['Dutch'],Dutch,,,,,
Art Herring,herriar01,"['Red', 'Sandy']",Red,Sandy,,,,
Bill Herring,herribi01,['Smoke'],Smoke,,,,,
Chris Herrmann,herrmch01,['Hermm the Worm'],Hermm the Worm,,,,,
Marty Herrmann,herrmma01,['Lefty'],Lefty,,,,,
Willard Hershberger,hershwi01,['Bill'],Bill,,,,,
Orel Hershiser,hershor01,['Bulldog'],Bulldog,,,,,
David Hess,hessda01,['Hesser'],Hesser,,,,,
Ed Heusser,heussed01,['The Wild Elk Of The Wasatch'],The Wild Elk Of The Wasatch,,,,,
Mike Heydon,heydomi01,['Ed'],Ed,,,,,
Jason Heyward,heywaja01,['The J-Hey Kid'],The J-Hey Kid,,,,,
Jim Hickey,hickeji01,['Sid'],Sid,,,,,
Charlie Hickman,hickmch01,"['Piano Legs', 'Cheerful Charlie']",Piano Legs,Cheerful Charlie,,,,
Jim Hickman,hickmji02,['Gentleman Jim'],Gentleman Jim,,,,,
Aaron Hicks,hicksaa01,"['A-A-Ron', 'Hicksie']",A-A-Ron,Hicksie,,,,
John Hicks,hicksjo02,['Jazz'],Jazz,,,,,
Jordan Hicks,hicksjo03,['Type 1'],Type 1,,,,,
Kyle Higashioka,higasky01,['Higgy'],Higgy,,,,,
Eddie Higgins,higgied01,"['Doc', 'Irish', 'Zimri']",Doc,Irish,Zimri,,,
Pinky Higgins,higgipi01,['Pinky'],Pinky,,,,,
Andy High,highan01,"['Handy Andy', 'Knee']",Handy Andy,Knee,,,,
Ed High,highed01,['Lefty'],Lefty,,,,,
Hugh High,highhu01,['Bunny'],Bunny,,,,,
Walter Hilcher,hilchwh01,['Whitey'],Whitey,,,,,
Palmer Hildebrand,hildepa01,['Pete'],Pete,,,,,
Trevor Hildenberger,hildetr01,['Hildy'],Hildy,,,,,
Aaron Hill,hillaa01,['Hilly'],Hilly,,,,,
Bill Hill,hillbi01,['Still Bill'],Still Bill,,,,,
Carmen Hill,hillca01,"['Specs', 'Bunker']",Specs,Bunker,,,,
Hunter Hill,hillhu01,['Texas Hill'],Texas Hill,,,,,
Marc Hill,hillma01,['Booter'],Booter,,,,,
Rich Hill,hillri01,"['Brice', 'D. Mountain', 'Field of Genes']",Brice,D. Mountain,Field of Genes,,,
Tim Hill,hillti01,['Tim Jim'],Tim Jim,,,,,
Frank Hiller,hillefr01,['Dutch'],Dutch,,,,,
Ed Hilley,hilleed01,['Whitey'],Whitey,,,,,
Vedie Himsl,himslve99,['(Vedie)'],(Vedie),,,,,
Paul Hinrichs,hinripa01,['Herky'],Herky,,,,,
Eric Hinske,hinsker01,['Big Ske'],Big Ske,,,,,
John Hinton,hintojo01,['Red'],Red,,,,,
Yoshihisa Hirano,hiranyo01,"['Yoshi San', 'Yoshiii']",Yoshi San,Yoshiii,,,,
Roy Hitt,hittro01,['Rhino'],Rhino,,,,,
Lloyd Hittle,hittlll01,['Red'],Red,,,,,
Keston Hiura,hiurake01,['Kestdaddy'],Kestdaddy,,,,,
Don Hoak,hoakdo01,['Tiger'],Tiger,,,,,
Bill Hobbs,hobbsbi01,['Smokey'],Smokey,,,,,
Dick Hoblitzell,hoblidi01,['Doc'],Doc,,,,,
Oris Hockett,hockeor01,['Brown'],Brown,,,,,
George Hockette,hockege01,['Lefty'],Lefty,,,,,
Art Hoelskoetter,hoelsar01,"['Holley', 'Hoss']",Holley,Hoss,,,,
Red Hoff,hoffre01,['Red'],Red,,,,,
Bill Hoffer,hoffebi01,"['Chick', 'Wizard']",Chick,Wizard,,,,
Clarence Hoffman,hoffmdu01,"['C.C.', 'Dutch']",C.C.,Dutch,,,,
Frank Hoffman,hoffmfr01,['The Texas Wonder'],The Texas Wonder,,,,,
Glenn Hoffman,hoffmgl01,['Hoff'],Hoff,,,,,
Jeff Hoffman,hoffmje02,['Hoff'],Hoff,,,,,
John Hoffman,hoffmjo01,['Pork Chop'],Pork Chop,,,,,
Micah Hoffpauir,hoffpmi01,['Micah'],Micah,,,,,
Solly Hofman,hofmaso01,['Circus Solly'],Circus Solly,,,,,
Fred Hofmann,hofmafr01,['Bootnose'],Bootnose,,,,,
Bert Hogg,hoggbe01,['Sonny'],Sonny,,,,,
Bill Hogg,hoggbi01,['Buffalo Bill'],Buffalo Bill,,,,,
Bryan Holaday,holadbr01,['Holly'],Holly,,,,,
Joe Holden,holdejo01,['Socks'],Socks,,,,,
Jonathan Holder,holdejo02,"['Holdy', 'Johnny']",Holdy,Johnny,,,,
Jim Holdsworth,holdsji01,['Long Jim'],Long Jim,,,,,
Walter Holke,holkewa01,['Union Man'],Union Man,,,,,
Bill Hollahan,hollabi01,['Happy'],Happy,,,,,
Al Holland,hollaal01,['Mr. T'],Mr. T,,,,,
Bill Holland,hollabi02,['Dutch'],Dutch,,,,,
Derek Holland,hollade01,"['Dutch Oven', 'Last Name', 'Dutch']",Dutch Oven,Last Name,Dutch,,,
Greg Holland,hollagr01,"['Dirty South', 'Holly']",Dirty South,Holly,,,,
Matt Holliday,hollima01,['Big Daddy'],Big Daddy,,,,,
Al Hollingsworth,hollial01,['Boots'],Boots,,,,,
Dave Hollins,hollida01,"['Head', 'Mikey', 'Headley']",Head,Mikey,Headley,,,
John Hollison,hollijo01,['Swede'],Swede,,,,,
Stan Hollmig,hollmst01,['Hondo'],Hondo,,,,,
Brad Holman,holmabr02,['Holey'],Holey,,,,,
David Holmberg,holmbda01,['DH'],DH,,,,,
Darren Holmes,holmeda01,['Holmie'],Holmie,,,,,
Tommy Holmes,holmeto01,['Kelly'],Kelly,,,,,
Brock Holt,holtbr01,"['Brock Star', 'BH']",Brock Star,BH,,,,
Vern Holtgrave,holtgve01,['Woody'],Woody,,,,,
Rick Honeycutt,honeyri01,['Honey'],Honey,,,,,
Harry Hooper,hoopeha01,['Hoop'],Hoop,,,,,
Burt Hooton,hootobu01,['Happy'],Happy,,,,,
J.J. Hoover,hoovejj01,['Hoov'],Hoov,,,,,
William Hoover,hoovebu01,['Buster'],Buster,,,,,
Buck Hopkins,hopkibu01,['Sis'],Sis,,,,,
Mike Hopkins,hopkimi01,['Skinner'],Skinner,,,,,
Johnny Hopp,hoppjo01,['Cotney'],Cotney,,,,,
Bill Hopper,hoppebi01,['Bird Dog'],Bird Dog,,,,,
Joe Horlen,horlejo01,['Hard Luck'],Hard Luck,,,,,
Trader Horne,hornetr01,['Sonny'],Sonny,,,,,
Rogers Hornsby,hornsro01,['Rajah'],Rajah,,,,,
Joe Hornung,hornujo01,['Ubbo Ubbo'],Ubbo Ubbo,,,,,
Elmer Horton,hortoel01,['Herky Jerky'],Herky Jerky,,,,,
Willie Horton,hortowi01,"['Willie the Wonder', 'The Ancient Mariner']",Willie the Wonder,The Ancient Mariner,,,,
Rhys Hoskins,hoskirh01,"['Hosk', 'Big Hosk', 'Big Fella', 'Rhys Lightning']",Hosk,Big Hosk,Big Fella,Rhys Lightning,,
Eric Hosmer,hosmeer01,"['Hoz', 'Papo']",Hoz,Papo,,,,
Gene Host,hostge01,"['Twinkles', 'Slick']",Twinkles,Slick,,,,
Pete Hotaling,hotalpe01,['Monkey'],Monkey,,,,,
Byron Houck,houckby01,['Duke'],Duke,,,,,
Ralph Houk,houkra01,['Major'],Major,,,,,
Frank House,housefr03,['Pig'],Pig,,,,,
Adrian Houser,housead01,['Doogy'],Doogy,,,,,
Steve Hovley,hovlest01,['Tennis Ball Head'],Tennis Ball Head,,,,,
Dave Howard,howarda01,['Del'],Del,,,,,
Frank Howard,howarfr01,"['Hondo', 'The Capital Punisher', 'The Washington Monument']",Hondo,The Capital Punisher,The Washington Monument,,,
Paul Howard,howarpa01,['Del'],Del,,,,,
Ryan Howard,howarry01,['Big Piece'],Big Piece,,,,,
Sam Howard,howarsa01,['Sammy'],Sammy,,,,,
Les Howe,howele01,['Lucky'],Lucky,,,,,
Red Howell,howelre01,['Porky'],Porky,,,,,
Roland Howell,howelro01,['Billiken'],Billiken,,,,,
Bill Howerton,howerbi01,['Hopalong'],Hopalong,,,,,
Dan Howley,howleda01,"['Howling Dan', 'Dapper Dan']",Howling Dan,Dapper Dan,,,,
Billy Hoy,hoydu01,['Dummy'],Dummy,,,,,
Jared Hoying,hoyinja01,['Wolf'],Wolf,,,,,
James Hoyt,hoytja01,['Hoyter'],Hoyter,,,,,
LaMarr Hoyt,hoytla01,['The Incredible Bulk'],The Incredible Bulk,,,,,
Waite Hoyt,hoytwa01,['Schoolboy'],Schoolboy,,,,,
Al Hrabosky,hraboal01,"['The Mad Hungarian', 'Hungo']",The Mad Hungarian,Hungo,,,,
Kent Hrbek,hrbekke01,['Herbie'],Herbie,,,,,
Chih-Wei Hu,huch02,['Who?'],Who?,,,,,
Carl Hubbell,hubbeca01,"['King Carl', 'Meal Ticket']",King Carl,Meal Ticket,,,,
Clarence Huber,hubercl01,['Gilly'],Gilly,,,,,
Rex Hudler,hudlere01,['Wonder Dog'],Wonder Dog,,,,,
Willis Hudlin,hudliwi01,['Ace'],Ace,,,,,
Dakota Hudson,hudsoda02,['Dak'],Dak,,,,,
Daniel Hudson,hudsoda01,['Huddy'],Huddy,,,,,
Hal Hudson,hudsoha01,"['Bud', 'Lefty']",Bud,Lefty,,,,
Johnny Hudson,hudsojo01,['Mr. Chips'],Mr. Chips,,,,,
Orlando Hudson,hudsoor01,['O-Dog'],O-Dog,,,,,
Aubrey Huff,huffau01,['Huff Daddy'],Huff Daddy,,,,,
Miller Huggins,huggimi01,"['Hug', 'Mighty Mite']",Hug,Mighty Mite,,,,
Jared Hughes,hugheja02,"['Bull', 'Robot', 'Ostrich']",Bull,Robot,Ostrich,,,
Jim Hughes,hugheji03,['Bluegill'],Bluegill,,,,,
Phil Hughes,hugheph01,['Peej'],Peej,,,,,
Roy Hughes,hughero01,"['Jeep', 'Sage']",Jeep,Sage,,,,
Tom Hughes,hugheto01,['Long Tom'],Long Tom,,,,,
Tom Hughes,hugheto02,['Salida Tom'],Salida Tom,,,,,
Vern Hughes,hugheve01,['Lefty'],Lefty,,,,,
Jim Hughey,hugheji01,['Coldwater Jim'],Coldwater Jim,,,,,
Emil Huhn,huhnem01,['Hap'],Hap,,,,,
John Hummel,hummejo01,['Silent John'],Silent John,,,,,
Nick Hundley,hundlni01,['Hundo'],Hundo,,,,,
Randy Hundley,hundlra01,['Rebel'],Rebel,,,,,
Bernie Hungling,hunglbe01,['Bud'],Bud,,,,,
Bill Hunnefield,hunnebi01,['Wild Bill'],Wild Bill,,,,,
Ben Hunt,huntbe01,['High Pockets'],High Pockets,,,,,
Joel Hunt,huntjo01,['Jodie'],Jodie,,,,,
Catfish Hunter,hunteca01,['Jim'],Jim,,,,,
Tommy Hunter,hunteto02,"['Tommy Two Towel', 'Bigger Fella', 'Big Game']",Tommy Two Towel,Bigger Fella,Big Game,,,
Torii Hunter,hunteto01,['Spider-Man'],Spider-Man,,,,,
Walt Huntzinger,huntzwa01,['Shakes'],Shakes,,,,,
Tom Hurd,hurdto01,['Whitey'],Whitey,,,,,
Jason Hursh,hurshja01,['Hurshy'],Hurshy,,,,,
Carl Husta,hustaca01,['Sox'],Sox,,,,,
Bert Husting,hustibe01,['Pete'],Pete,,,,,
Joe Hutcheson,hutchjo01,"['Slug', 'Poodles']",Slug,Poodles,,,,
Bill Hutchison,hutchbi01,['Wild Bill'],Wild Bill,,,,,
Drew Hutchison,hutchdr01,['Hutch'],Hutch,,,,,
Brandon Hyde,hydebr99,['Hyder'],Hyder,,,,,
Tim Hyers,hyersti01,['Tom'],Tom,,,,,
Chris Iannetta,iannech01,"['Sponge', 'Destructobeam', 'C.I.']",Sponge,Destructobeam,C.I.,,,
Jose Iglesias,iglesjo01,['Candelita'],Candelita,,,,,
Raisel Iglesias,iglesra01,"['El Ciclon', 'Oliver']",El Ciclon,Oliver,,,,
Tadahito Iguchi,iguchta01,['Tad'],Tad,,,,,
Pete Incaviglia,incavpe01,"['Inky', 'Load']",Inky,Load,,,,
Ender Inciarte,inciaen01,"['Game Ender', 'Astolfo']",Game Ender,Astolfo,,,,
Gregory Infante,infangr01,['El Meteorico'],El Meteorico,,,,,
Happy Iott,iottha01,"['Happy Jack', 'Biddo']",Happy Jack,Biddo,,,,
Hal Irelan,irelaha01,['Grump'],Grump,,,,,
Cole Irvin,irvinco01,['Swirvin Irvin'],Swirvin Irvin,,,,,
